"","To","name","longitude_deg","latitude_deg"
"6402","","Hall Farms Airport",-101.983002,39.230001
"6403","","Mollenkamp Field",-101.257004,38.766701
"6404","","Anthony Hospital Heliport",-98.0173034667969,37.1556015014648
"6405","","Jack Poore Airport",-101.347999572754,39.8180999755859
"6406","","Black Airport",-101.362998962402,39.8258018493652
"6407","","Larkins Farm Airport",-88.9269027709961,36.8511009216309
"6408","","West Kentucky Airpark",-88.565299987793,36.9674987792969
"6409","","Standard Field",-87.17639923,36.80279922
"6410","","Lowe Airport",-87.7902984619141,36.8624992370605
"6411","","Jake's Field",-85.257778,38.420556
"6412","","Dale Hollow Regional (Petro Field) Airport",-85.163803,36.637798
"6413","","Harold Reynolds Airport",-84.927778,37.889722
"6414","","Nolin Aero Salvage Airport",-86.2542037963867,37.3325004577637
"6415","","Wasilla Lake Seaplane Base",-149.408004761,61.5863990784
"6416","","Juneau Ultralightport",-93.8280029296875,32.5918006896973
"6417","","Kent's Flying Service Airport",-91.981201171875,31.0279998779297
"6418","","Mobil Heliport",-91.1945037841797,29.6868991851807
"6419","","Kerr Mc Gee Heliport",-91.1931991577148,29.6874008178711
"6420","","Shell Morgan City Heliport",-91.1826019287109,29.6854991912842
"6421","","RTI/Data-Com Heliport",-91.1942977905,29.7005004883
"6422","","E-8 Tank Battery Seaplane Base",-89.3878021240234,28.9501991271973
"6423","","Air Logistics Heliport",-91.8789978027344,30.0515995025635
"6424","","LA State Police Troop D Heliport",-93.2126998901,30.2355003357
"6425","","P.H.I. Heliport",-90.1850967407227,29.943000793457
"6426","","Beckerman Field",-87.8375015258789,38.4084014892578
"6427","","Hilvety Airport",-88.97509765625,39.6500015258789
"6428","","Paul E. Kroenlein Airport",-88.8583984375,39.6083984375
"6429","","Mayhall Airport",-88.0952987670898,39.7695007324219
"6430","","Gordon Brown Airport",-89.8840026855469,40.7014007568359
"6431","","Funny Farm Airport",-88.520056,42.210476
"6432","","Hugh Van Voorst Airport",-88.1400985717773,41.1123008728027
"6433","","Morrison Community Hospital Heliport",-89.9574966430664,41.809398651123
"6434","","Shell Chemical West Site Heliport",-90.996111,30.182222
"6435","","Arkla Flyers Inc Airport",-91.7962036132812,32.7650985717773
"6436","","Ammons Airport",-93.7077026367188,31.5316009521484
"6437","","De Witt Municipal Airport Whitcomb Field",-91.307503,34.262299
"6438","","Mountain Lakes Field",-111.806999206543,46.6307983398438
"6439","","Federal Center Heliport",-71.2162017822266,42.3964996337891
"6440","","Fuller House Heliport",-70.5509033203125,41.5531997680664
"6441","","Pasport Airport",-72.1430969238281,42.1875991821289
"6442","","Double A Heliport",-70.7696990966797,41.9244995117188
"6443","","Southend Farm Heliport",-71.356201171875,42.1901016235352
"6444","","St. Luke's Heliport",-70.9385986328125,41.6264991760254
"6445","","Cochituate Heliport",-71.3816986083984,42.3083992004395
"6446","","South Pond Seaplane Base",-72.7626037597656,42.0087013244629
"6447","","Allen's Pond Airport",-71.0280990600586,41.5111999511719
"6448","","Marble Head Farm Airport",-75.86669921875,38.9893989562988
"6449","","Brooklandville Heliport",-76.6778030395508,39.4166984558105
"6450","","Marsh Field",-78.9186,39.576698
"6451","","Sinai Hospital Heliport",-76.6615982055664,39.3521003723145
"6452","","AAI Heliport",-76.640503,39.469601
"6453","","Flying W Airport",-75.7093963623047,38.1960983276367
"6454","","Franklin Square Hospital Center Heliport",-76.4764022827148,39.3506011962891
"6455","","Bluemel Field",-75.7630996704102,38.1335983276367
"6456","","Edelen Field",-77.0115966796875,38.4910011291504
"6457","","Suburban Heliport",-77.1100006103516,38.9972991943359
"6458","","Brandy Pond Seaplane Base",-70.5911026000977,43.9546012878418
"6459","","Maine General Medical Center-Augusta Heliport",-69.779844,44.361814
"6460","","Detroit Medical Center Heliport",-83.0577011108398,42.3569984436035
"6461","","Wilds Field",-85.5428009033203,43.2513999938965
"6462","","Mc Question's Airport",-85.4375991821,44.0772018433
"6463","","Cridler Airport",-85.4199981689453,43.0511016845703
"6464","","Anderson Airport",-85.4548034667969,43.4283981323242
"6465","","Borgess Medical Center Heliport",-85.5580978393555,42.307300567627
"6466","","Tv2 Heliport",-83.2172012329102,42.4606018066406
"6467","","Williams Field",-84.4247970581055,42.3610992431641
"6468","","Lakeside Airport",-84.4882965087891,42.6716995239258
"6469","","Mc Phail Corporation Heliport",-83.1555023193,42.6603012085
"6470","","Scrabeck Airport",-92.5610961914062,43.8666000366211
"6471","","Budde Airport",-94.1132965087891,44.2005004882812
"6472","","Hoiland Field",-95.3675003051758,47.3958015441895
"6473","","Mesabi Regional Medical Center Heliport",-92.9288024902344,47.4099006652832
"6474","","Seven Hills Airport",-94.0766983032227,45.4124984741211
"6475","","Barnes Airport",-92.8348999023438,45.4364013671875
"6476","","Northbound Seaplane Base",-93.5239028930664,47.1563987731934
"6477","","Lindey's Landing Airport",-93.9319000244141,46.3871994018555
"6478","","Rick Mathias Private Airport",-96.310302,45.719398
"6479","","Chanlin Field",-96.1288986206055,48.4235992431641
"6480","","Plattsburg Airpark",-94.4626998901367,39.5943984985352
"6481","","Skaggs Community Hospital Heliport",-93.2226,36.6504
"6482","","Irons Airport",-92.3762969970703,39.3842010498047
"6483","","Bil-Mitch Airport",-93.9573974609375,36.940601348877
"6484","","Reynolds County Memorial Hospital Heliport",-91.8351974487305,37.1673011779785
"6485","","St Lukes Hospital Heliport",-94.5894012451172,39.0508003234863
"6486","","St. John's Regional Medical Center Heliport",-94.5313034057617,37.0615005493164
"6487","","Double E Heliport",-93.6544036865234,39.2695007324219
"6488","","Oak Ridge Farms Airport",-92.8644027709961,39.9824981689453
"6489","","Rollang Field",-90.8459014892578,32.9542999267578
"6490","","Turkey Bayou Airpark",-89.4509963989258,30.2507991790771
"6491","","Porter Airport",-89.8031005859375,31.1749992370605
"6492","","Walnut Creek Airport",-89.9252014160156,32.592601776123
"6493","","Mint Julep Airpark",-89.4627990722656,30.5452003479004
"6494","","Dee's Strip",-90.007698059082,32.4230003356934
"6495","","Baptist Memorial Hospital Union County Heliport",-89.026389,34.4975
"6496","","Ball Airport",-88.723333,33.875
"6497","","Penton Heliport",-89.541717,30.59905
"6498","","Unrau Airport",-105.830899,48.448504
"6499","","Sky Haven Airport",-97.6203994750977,46.6272010803223
"6500","","Kirkwood Airpark",-75.7602005004883,42.0004005432129
"6501","","Hat Field",-86.094596862793,43.0971984863281
"6502","","Semchenko Airport",-101.278999328613,47.7736015319824
"6503","","Largo Base Airport",-97.3637,47.5378
"6504","","Carolina Kidney Heliport",-77.9480972290039,35.4016990661621
"6505","","Tara Airbase Airport",-80.5122985839844,35.7932014465332
"6506","","Lathan Strip",-80.6192016601562,34.8763008117676
"6507","","Gilliam-Mc Connell Airfield",-79.4368972778,35.3417015076
"6508","","Murphy Medical Center Heliport",-83.9669036865234,35.0731010437012
"6509","","The Duchy Airport",-79.2731018066406,35.9814987182617
"6510","","Tarboro-Edgecombe County Heliport",-77.5500030517578,35.9365005493164
"6511","","Nc Baptist Hospital Heliport",-80.2669982910156,36.089900970459
"6512","","Unifi Heliport",-80.6464996337891,36.1365013122559
"6513","","Sprint/Carolina Telephone Heliport",-78.8908996582031,35.0527000427246
"6514","","Stiehl Airport",-104.031997680664,48.0764007568359
"6515","","Craig Private Airport",-97.3219985961914,48.8554992675781
"6516","","Tesch Strip",-97.2431030273438,46.1436004638672
"6517","","Deck Airport",-97.0747985839844,47.4846992492676
"6518","","Trumbull Ranch Airport",-100.833999633789,41.5499992370605
"6519","","Eickhoff Strip",-95.6294021606445,40.19580078125
"6520","","Diamond Bar Jones Airport",-100.487998962402,41.4874992370605
"6521","","Snyder Ranch Airport",-101.171997070312,41.5722007751465
"6522","","Trego Airport",-101.142997741699,41.2066993713379
"6523","","Bakers Acres Airport",-101.099998474121,40.25
"6524","","Saint Mary's Community Hospital Heliport",-95.863608,40.656272
"6525","","Dodson Brothers Airport",-102.050003051758,40.7332992553711
"6526","","Fiddlers Elbow Country Club Heliport",-74.7329025268555,40.6333999633789
"6527","","Oti Heliport",-74.9905014038086,40.8061981201172
"6528","","Herr Mountain Airport",-74.8413009643555,40.5918006896973
"6529","","Great Gorge Country Club Inc Heliport",-74.5324020385742,41.1912002563477
"6530","","Trenton Heliport",-74.7677001953125,40.2140007019043
"6531","","Atsion Helistop",-74.7254028320312,39.7431983947754
"6532","","Congoleum Helistop",-74.7068023681641,40.2500991821289
"6533","","Warren Hospital Heliport",-75.1780014038086,40.7025985717773
"6534","","Oyster Creek Generating Station Heliport",-74.2039031982422,39.8158988952637
"6535","","West Jersey Hospital Heliport",-74.9601974487305,39.8628997802734
"6536","NNK","Naknek Airport",-157.02000427246,58.732898712158
"6537","","Salubrious Point Airport",-76.1436004638672,44.0442008972168
"6538","","Toggenburg Farms Airport",-77.0539016723633,43.111198425293
"6539","","Alexander's East Heliport",-72.6624984741211,40.801399230957
"6540","","Westhampton Beach Heliport",-72.6629028320312,40.8022994995117
"6541","","Olean General Heliport",-78.4278030395508,42.0917015075684
"6542","","Kingdom Field",-76.4412994384766,43.4086990356445
"6543","","Erwin Heliport",-77.0970993041992,42.1520004272461
"6544","","Hammersley Hill Heliport",-73.5559997558594,41.5945014953613
"6545","","South Quaker Heliport",-73.5805969238281,41.5269012451172
"6546","","Treichler Farm Airport",-78.4961013793945,42.7616996765137
"6547","","Tomahawk Hills Airport",-74.9063034057617,42.3997993469238
"6548","","Tennessee Gas Pipeline Heliport",-79.6945037841797,42.0547981262207
"6549","","Keech Airport",-76.386901,42.492902
"6550","","Stanwix Heights Airport",-75.4307022094727,43.157600402832
"6551","","Gardiner Airport",-74.1495971679688,41.6668014526367
"6552","","Merrill Glen Cove Heliport",-73.596199,40.860103
"6553","","Rolling Hills Airport",-74.4098968505859,41.3278999328613
"6554","","Bowline Point Heliport",-73.963996887207,41.2056999206543
"6555","","Alexander's-Roosevelt Heliport",-75.6246032714844,40.7333984375
"6556","","Vici Municipal Airport",-99.303201,36.141701
"6557","","Alge Airport",-83.644697,40.9048
"6558","","Samaritan Hospital Heliport",-82.3106994628906,40.8563995361328
"6559","","Odot District 03 Heliport",-82.2954025268555,40.8767013549805
"6560","","Mary Rutan Heliport",-83.7540969848633,40.3773002624512
"6561","","Armington Airport",-80.878998,41.729198
"6562","","Meigs Mine 1 Heliport",-82.2415008544922,39.0555992126465
"6563","","Johnsons Field",-81.974899,41.431998
"6564","","Keller Airport",-82.007103,41.446702
"6565","","Joseph Skilken & Co Heliport",-82.9971008301,39.9552993774
"6566","","Furey Airport",-81.17919921875,40.6972007751465
"6567","","Rohrer Airport",-84.2113037109375,39.2841987609863
"6568","","Sheets Field",-80.5248031616211,41.4137001037598
"6569","","Hamrick Airport",-84.7805023193359,40.6934013366699
"6570","","Gruetter Airport",-83.3755035400391,41.5924987792969
"6571","","Mc Knight Airport",-82.6546020508,40.1902999878
"6572","","Rogers Private Airport",-84.5577011108398,41.3278007507324
"6573","","Kits Airport",-98.59455,35.54135
"6574","","Claremore Regional Hospital Heliport",-95.6044006347656,36.3246994018555
"6575","","Christopher M. Rippee Memorial Airport",-96.245278,34.776667
"6576","","Stearmans Roost Airport",-95.1438980102539,36.4883995056152
"6577","","Pacer Field",-97.4505996704102,35.117000579834
"6578","","Integris Clinton Regional Hospital Heliport",-98.9919967651,35.5250015259
"6579","","Woodleaf Aero Estates Airport",-97.366997,35.712601
"6580","","Jernigan Drilling Heliport",-97.7170028686523,35.4667015075684
"6581","","Alford A. Bratcher Airport",-97.8559036254883,34.6750984191895
"6582","","Night Hawk Airpatch Ultralightport",-95.5402984619141,36.1892013549805
"6583","","Backachers Ranch Airport",-123.532997131348,42.285099029541
"6584","","Helitradewinds Heliport",-122.621002197266,45.1412010192871
"6585","","Bushnell Airport",-123.425003,45.103197
"6586","","Siletz Airport",-123.915000915527,44.7304000854492
"6587","","Flying T Ranch Airport",-121.349998474121,42.4348983764648
"6588","","Juniper Air Park",-121.11799621582,44.0345993041992
"6589","","Holy Rosary Medical Center Heliport",-116.975815594,44.0256114696
"6590","","Santiam Memorial Hospital Helistop",-122.785003662109,44.8047981262207
"6591","","Hatch Airport",-122.849998474121,44.7732009887695
"6592","","Lone Oaks Ranch Airport",-122.76000213623,44.776798248291
"6593","","Bowdle Municipal Airport",-99.675102,45.4394
"6594","","Presho Municipal Airport",-100.037002563477,43.9063987731934
"6595","","Blomster Field Farm Airport",-79.955329895,39.8728485107
"6596","","Broadt Personal Use Airport",-76.3837966918945,40.9972991943359
"6597","","Double D Skyranch Airport",-76.0223999023438,41.0359001159668
"6598","","Metzler Airport",-76.3996963500977,40.1668014526367
"6599","","Black Swan Farm Heliport",-75.649695,39.966801
"6600","","Monongahela Valley Hospital Heliport",-79.9100036621094,40.182300567627
"6601","","Shield Farm Airport",-79.1466979980469,41.9311981201172
"6602","","Indian Sleep Farm Heliport",-75.6960983276367,39.9248008728027
"6603","","Chambers Airport",-76.054583,41.554
"6604","","Taylor Flight Park Ultralightport",-79.2823028564453,41.1884002685547
"6605","","Memorial Hospital Heliport",-76.448600769043,41.7853012084961
"6606","","Tyrone Hospital Heliport",-78.250602722168,40.668098449707
"6607","","Mahon Heliport",-75.0753021240234,40.1543998718262
"6608","","Bittner-Whitsel Airport",-77.5353012084961,39.7422981262207
"6609","","Lewistown Hospital Heliport",-77.567497253418,40.6178016662598
"6610","","Jarrett Airport",-75.0749969482422,40.2332992553711
"6611","","Lincoln Farms Airport",-78.0449981689453,40.3288993835449
"6612","","Harrisburg Hospital Heliport",-76.881103515625,40.2578010559082
"6613","","Beau Street Heliport",-80.2173004150391,40.17919921875
"6614","","Lancaster General Hospital Heliport",-76.303596496582,40.0475997924805
"6615","","Paoli Memorial Hospital Heliport",-75.4999008178711,40.0439987182617
"6616","","St Francis Medical Center Heliport",-79.9527969360352,40.4664993286133
"6617","","Hansen Airport",-75.5782012939453,40.342601776123
"6618","","Chestnut Hill Airport",-77.0740966796875,40.396800994873
"6619","","Ranch Hill Heliport",-75.5761032104492,40.7257995605469
"6620","","Evangelical Community Hospital East Heliport",-76.8858032226562,40.9793014526367
"6621","","Heffernan Heliport",-75.1768035888672,40.1964988708496
"6622","","Tate Airport",-75.333,40.385103
"6623","","US Forest Service Chester Heliport",-121.242996216,40.2885017395
"6624","","Quartz Creek /Kougarok/ Airport",-164.656005859375,65.4058990478516
"6625","","Roy E. Ray Airport",-88.2106018066406,30.4545993804932
"6626","","George Felt Airport",-123.397003173828,43.2248001098633
"6627","","Toledo State Airport",-123.940002441406,44.601001739502
"6628","","Lake Billy Chinook State Airport",-121.320999145508,44.5192985534668
"6629","","Loris Community Hospital Heliport",-78.8983001708984,34.0588989257812
"6630","","Ward Airpark",-95.9349975585938,29.5030994415283
"6631","","Herreid Municipal Airport",-100.074997,45.854198
"6632","","Hamilton Aircraft, Inc Airport",-102.944000244141,32.7319984436035
"6633","","Charping Airport",-97.4072036743164,31.1935005187988
"6634","","Rabbit Run Airport",-97.2502975463867,31.4545993804932
"6635","","Pearson Ranch Private Airport",-97.1446990966797,29.3586006164551
"6636","","Reed Airport",-101.317001342773,34.9001007080078
"6637","","Creasy Airport",-95.1151962280273,29.3360996246338
"6638","","Knot 2 Shabby Airport",-99.8943023681641,31.9344005584717
"6639","","Kami-Kazi Airport",-95.159103,29.420799
"6640","","Deer Meadow Ranch Airport",-95.9282989501953,32.0133018493652
"6641","","Seagoville Airport",-96.5269012451172,32.6099014282227
"6642","","Comanche Ranch Airport",-100.158996582031,28.6280002593994
"6643","","Rawls Ranch Airport",-103.949996948242,29.6501998901367
"6644","","Bleakley Ranch Airport",-98.1419982910156,30.2252006530762
"6645","","Alexander Ranch Airport",-98.1169967651367,30.271900177002
"6646","","Perkins Prothro Cimarron Ranch Airport",-102.391998291016,36.5083999633789
"6647","","Iron Mountain Ranch Airport",-103.236999511719,30.2738990783691
"6648","","Keystone Ranch Airport",-100.460833,31.269167
"6649","","Renz Ranch Airport",-96.3094024658203,29.7194004058838
"6650","","Willis N Clark Airport",-100.751998901367,35.7611999511719
"6651","","Sierra Blanca Heliport",-105.359001159668,31.1667995452881
"6652","","TGP Station 79 Heliport",-87.785302,35.778099
"6653","","Baptist Memorial Hospital - Carrol County Heliport",-88.488534,36.137186
"6654","","Tgp Station 71 Heliport",-88.8930969238281,35.0334014892578
"6655","","Boondocks Heliport",-83.6065979003906,35.7383995056152
"6656","","Mcgraw's Backyard Airport",-84.1157989501953,35.6706008911133
"6657","","Tennessee Gas Heliport",-86.559196472168,36.6180992126465
"6658","","Hardin County General Hospital Heliport",-88.2192001342773,35.2181015014648
"6659","","Tgp Station 856 Heliport",-88.2223968505859,35.1591987609863
"6660","","Perry Memorial Hospital Heliport",-87.8561019897461,35.595100402832
"6661","","One Grand Field",-85.5950012207031,36.113899230957
"6662","","Diehl Ranch Airport",-95.1223983764648,29.4125003814697
"6663","","Uno Mas Ranch Airport",-99.1344985961914,28.2057991027832
"6664","","Chan-C Airport",-97.3191986083984,30.4794006347656
"6665","","Knapp Pecan Orchard Airpark",-96.6782989501953,31.9741992950439
"6666","","Mc Entire Airport",-97.6016998291,33.1445999146
"6667","","Mc Donald Ranch Airport",-99.2886962891,28.6511001587
"6668","","Air Logistics-Freeport Heliport",-95.3604965209961,29.0751991271973
"6669","","R D Williams Airport",-94.485497,31.7766
"6670","","Bear Creek Ranch Airport",-98.2724990844727,29.8085994720459
"6671","","Big Duke's Place Airport",-96.5274963378906,28.5303001403809
"6672","","Hidden Valley Airpark",-97.051399230957,33.1735000610352
"6673","","Harley White Field",-98.2594985961914,31.8612995147705
"6674","","Grove Hill Airport",-96.2169036865234,33.4222984313965
"6675","","Centerpoint Energy South Houston Heliport",-95.211649,29.642247
"6676","","Black Mark Strip",-97.0670013427734,33.0335006713867
"6677","","Psf Heliport",-96.271598815918,32.8689994812012
"6678","","Hilliard Landing Area Airport",-97.0725021362305,33.0167999267578
"6679","","Ut Health East Texas Tyler Regional Hospital Heliport",-95.290368,32.337831
"6680","","Boon/Lovelace Airport",-94.3794021606445,33.0321006774902
"6681","","Utopia on the River Airport",-99.5261993408203,29.5835990905762
"6682","","Denton Airport",-109.942001342773,47.32080078125
"6683","","Fairview Airport",-104.072998046875,47.8610992431641
"6684","","Geraldine Airport",-110.265998840332,47.5965995788574
"6685","","Calhan Airport",-104.291999816895,39.0477981567383
"6686","","Gebauer Airport",-103.094002,40.244401
"6687","","Kadoka Municipal Airport",-101.497001647949,43.8333015441895
"6688","","South Boston Medical Heliport",-78.9085998535156,36.7184982299805
"6689","","Alleghany Regional Hospital Heliport",-79.8825988769531,37.7918014526367
"6690","","Sullins Heliport",-82.1886978149414,36.6119995117188
"6691","","Stevens Helicopters Heliport",-78.8958969116211,37.7568016052246
"6692","","Reston Hospital Center Heliport",-77.3625030517578,38.9626007080078
"6693","","Chimney View Airport",-77.315803527832,38.4034996032715
"6694","","Rockingham Heliport",-78.8677978515625,38.4842987060547
"6695","","Coeburn Heliport",-82.4701995849609,36.9598007202148
"6696","","Dda Heliport",-82.8006973266602,36.7112007141113
"6697","","Kilmarnock/Tolbert Field",-76.3182983398438,37.6926002502441
"6698","","Foster Field",-76.372191,37.454436
"6699","","Sourdough Airport",-119.100997924805,48.5956001281738
"6700","","Dorman Field",-119.179000854492,46.5214996337891
"6701","","B & M Ranch Airport",-121.901000976562,47.8665008544922
"6702","","St Mary Medical Center Heliport",-118.343002319336,46.062198638916
"6703","","Boundary Substation Heliport",-117.357002258301,48.9813003540039
"6704","","Ross Private Strip",-120.152000427246,47.7631988525391
"6705","","Foster Heliport",-122.850997924805,46.5498008728027
"6706","","Wild Hair Airport",-120.985001,45.716499
"6707","","Hogan's Corner Airport",-124.146003723,47.0429000854
"6708","","Brush Prairie Aerodrome",-122.543998718262,45.7238998413086
"6709","","Grandpa's Farm Airport",-91.133797,44.7027
"6710","","Springbrook Airport",-91.6771011352539,45.9019012451172
"6711","","Plainfield International Airport",-89.4953994750977,44.2224998474121
"6712","","Der Schwarzwald Airport",-89.0170974731445,43.2078018188477
"6713","","Larson Airport",-87.6792984008789,45.0814018249512
"6714","","Haymeadow Airport",-89.4917984008789,45.2750015258789
"6715","","Independence Airport",-91.3957977294922,44.3669013977051
"6716","","Thedacare Medical Center Waupaca Heliport",-89.076157,44.345463
"6717","","Ermis-Ridgeview Airport",-88.0043029785156,45.076099395752
"6718","","Patz Airport",-88.164802,45.1297
"6719","","Eberle Ranch Airport",-89.4843978881836,43.2682991027832
"6720","","Knight Sky Airport",-89.401802063,45.0323982239
"6721","","Ottman Landing Airport",-92.2584991455078,44.5943984985352
"6722","","St Joseph's Hospital Heliport",-81.5512008666992,30.279899597168
"6723","","LZ Juliet Bravo Airport",-97.707572,31.630786
"6724","","Tnt Ultralightport",-96.2647018432617,33.4967002868652
"6725","","St Mary Hospital of Port Arthur Heliport",-93.9209976196289,29.9085006713867
"6726","","Kimball Farm Service Inc Airport",-102.199996948242,35.0334014892578
"6727","","Wilber Farms Airport",-94.2612991333008,29.7696990966797
"6728","","Gary's Airport",-98.1196975708008,29.5862998962402
"6729","","Wits End Ranch Airport",-95.7086111111,32.5427777778
"6730","","Old Reb Airport",-97.8752975463867,26.1753997802734
"6731","","Outback Airport",-101.463996887207,34.2296981811523
"6732","","L Davis Ranch Airport",-100.317001342773,29.5168991088867
"6733","","Byrt Airport",-96.2649993896484,31.9218006134033
"6734","","Harrisville Airport",-83.3041000366211,44.6707992553711
"6735","","Houghton Lake State Airport",-84.7917022705078,44.3292007446289
"6736","","Gutzmer's Twin Oaks Airport",-88.7598037719727,42.8535995483398
"6737","","Lost Creek Airport",-84.2375030517578,44.6599998474121
"6738","","David's Landing Airport",-82.5373992919922,42.7972984313965
"6739","","Hanley Field",-86.6210021972656,46.3540992736816
"6740","","Juneau Harbor Seaplane Base",-134.408004760742,58.298900604248
"6741","","Ans Hospital Heliport",-158.531997680664,59.0018005371094
"6742","","Kantishna Airport",-150.994003295898,63.5416984558105
"6743","","Kasitsna Airport",-151.572998046875,59.4687995910645
"6744","BKF","Lake Brooks Seaplane Base",-155.77699279785,58.554798126221
"6745","","Brundidge Municipal Airport",-85.8041944,31.7328056
"6746","","Carol'S Heliport",-149.2795,61.607411
"6747","","Wood's Airstrip",-113.454002380371,33.8381004333496
"6748","","Moose River Seaplane Base",-70.2661972045898,45.6333999633789
"6749","","Q Area Heliport",-122.00700378418,38.0448989868164
"6750","","CHP Academy Airport",-121.560997,38.598801
"6751","","San Gorgonio Memorial Hospital Heliport",-116.942278,33.930833
"6752","","Stevens Airport",-104.651000976562,39.9667015075684
"6753","","Winter Haven Hospital Heliport",-81.7247009277344,28.0280990600586
"6754","","Jupiter Medical Center Heliport",-80.0960998535156,26.9256000518799
"6755","","Skyway Estates Airport",-84.6513977050781,42.5835990905762
"6756","","Egleston Hospital Heliport",-84.3202972412109,33.7943992614746
"6757","","Union Hospital Heliport",-87.4103012084961,39.4860992431641
"6758","","Fisher Farm Airport",-85.370002746582,40.9458999633789
"6759","","Nelson Private Airport",-87.9886016845703,38.4006004333496
"6760","","Alley Field",-97.0002975463867,37.5139007568359
"6761","","Rmc Heliport",-87.4875030517578,37.3428001403809
"6762","","Engine Co Nr 108 Heliport",-118.406997680664,34.1267013549805
"6763","","Union Oil Co of California Heliport",-92.1494979858,29.7917003632
"6764","","Memorial Hospital Heliport",-90.0217971801758,38.5508995056152
"6765","","Spencer Airport",-71.9646987915039,42.2905006408691
"6766","","Grandview Farm Heliport",-70.8674011230469,42.7342987060547
"6767","","Maybee Airport",-83.5669021606445,42.0414009094238
"6768","","Fuhr Flying Svc Airport",-95.2835998535156,44.4679985046387
"6769","","Parkland Health Center Heliport",-90.4386978149414,37.7806015014648
"6770","","Star Hill Golf Club Airport",-77.0511016845703,34.7052001953125
"6771","","Chadron Community Hospital Heliport",-103.004997253418,42.8233985900879
"6772","","O'Dwyer Airport",-74.8329010009766,40.4668006896973
"6773","","Samaritan Medical Center Heliport",-75.9083023071289,43.9721984863281
"6774","","Odot Dist 4 Office Heliport",-81.2583999634,41.1664009094
"6775","","Zorn Acres Airport",-82.6249008178711,41.3567008972168
"6776","","Carlin Lawrence Airport",-98.519798,35.122299
"6777","","Whitaker Airport",-123.279998779297,43.4264984130859
"6778","","Pottstown Hospital Heliport",-75.611233,40.243514
"6779","","Jefferson Hospital Heliport",-79.934034586,40.3181870077
"6780","","Air Ranch Estates Airport",-96.9475021362305,32.3250999450684
"6781","","Tierra Linda Ranch Airport",-99.1502990722656,30.1334991455078
"6782","","Hunt Regional Community Heliport",-95.895913,33.229938
"6783","","P-K Ranch Airport",-96.2636032104492,30.0335998535156
"6784","","H D H Heliport",-77.5413970947266,37.6049003601074
"6785","","J. J. H. Heliport",-122.258003234863,47.3139991760254
"6786","","Howard Young Medical Center Heliport",-89.7017974853516,45.8932991027832
"6787","","Young Brothers Heliport",-97.0914,31.552401
"6788","","Era Chulitna River Heliport",-150.235992431641,62.5676002502441
"6789","","The Valley Airport",-92.53070068,36.3083992
"6790","","White Mountain Ultralightport",-109.696998596191,34.369701385498
"6791","","Bauer Airport",-116.067001342773,34.1747016906738
"6792","","Johnson Brothers Airport",-115.55899810791,32.6734008789062
"6793","","Monument Helibase Heliport",-104.90299987793,39.0858001708984
"6794","","Plainwell Municipal Airport",-85.6480026245117,42.4678001403809
"6795","","Palm Coast Heliport",-81.190502,29.479293
"6796","","Tampa General Hospital Heliport",-82.4592971801758,27.9381008148193
"6797","","Randolph's Landing Area Airport",-84.5207977294922,43.1124992370605
"6798","","Pea Patch Aerodrome",-82.1723022460938,33.3017997741699
"6799","","Kay Field",-85.4777984619141,41.3624992370605
"6800","","Wilkerson's Airport",-85.6036,38.713698
"6801","","Jim & Peg Airport",-88.387299,41.054798
"6802","","Portland Downtown Heliport",-122.670997619629,45.5252990722656
"6803","","Sedan City Airport",-96.185302734375,37.1483993530273
"6804","","Masters Field",-95.0958023071289,39.7588996887207
"6805","","Schroder Airport",-84.763298034668,38.5500984191895
"6806","","Engine Co Nr 109 Heliport",-118.490997314453,34.1307983398438
"6807","","Sandefer's Heliport",-90.940761,30.565422
"6808","","Smith Restricted Landing Area",-89.5935974121094,38.7731018066406
"6809","","Shirley Airport",-71.6644973754883,42.5270004272461
"6810","","Bayview Heliport",-82.7490997314453,42.6817016601562
"6811","","Traverse Air Airport",-96.400902,45.9536
"6812","","Carl Ensor Airport",-92.0988006591797,39.5485992431641
"6813","","Farris Strip",-94.7837982177734,39.5881996154785
"6814","","Southern Comforts Aerodrome",-78.9655990600586,34.8712997436523
"6815","","Bakke Airport",-97.6620025634766,47.9474983215332
"6816","","Univ. of Ne Medical Center Heliport",-95.9785995483398,41.2550010681152
"6817","","Hooksett Safety Center Heliport",-71.4467010498047,43.0559997558594
"6818","","Thomas Browne Airpark",-75.1432037353516,39.6915016174316
"6819","","Sunset Airport",-73.361793,44.329856
"6820","","Bassett Field",-78.7823028564453,43.168701171875
"6821","","Jetway Airport",-81.2095031738281,41.1981010437012
"6822","","Mc Cullough Hyde Hospital Heliport",-84.7413024902,39.512298584
"6823","","The Highlands Airport",-97.608704,35.799999
"6824","","The Citadel Airport",-121.355003356934,44.3348007202148
"6825","","Hi Line Lodge Airport",-77.1650009155273,41.6944999694824
"6826","","A G A Farms Airport",-75.2323989868164,40.4257011413574
"6827","","Eagle Landing Airport",-94.6076965332031,32.8839988708496
"6828","","Kezer Air Ranch Airport",-97.6196975708008,32.9868011474609
"6829","","Parthenon Heliport",-86.8268611,36.1529444
"6830","","La Porte Plant Heliport",-95.0891036987305,29.7287998199463
"6831","","Traylor Tick Farm Airport",-96.3071975708008,29.9724006652832
"6832","","High View Farm Airport",-78.0119018554688,39.2354011535645
