"","To","From","Airline","Distance","Duration","name","destination_long","destination_lat","origin_long","origin_lat","RouteInfo"
"272","YHZ","YYZ","Air Canada",800,"02:06","Halifax / Stanfield International Airport",-63.5085983276,44.8807983398,-79.6248,43.6777,"<b>YYZ - YHZ; Airline: Air Canada; Distance: 800; Flight Time: 02:06Hrs</b>"
"275","YLW","YYZ","WestJet",1903,"04:18","Kelowna International Airport",-119.377998352,49.9561004639,-79.6248,43.6777,"<b>YYZ - YLW; Airline: WestJet; Distance: 1903; Flight Time: 04:18Hrs</b>"
"276","YMM","YYZ","Air Canada",1637,"03:46","Fort McMurray Airport",-111.222000122,56.653301239,-79.6248,43.6777,"<b>YYZ - YMM; Airline: Air Canada; Distance: 1637; Flight Time: 03:46Hrs</b>"
"278","YOW","YYZ","Air Canada",225,"00:57","Ottawa Macdonald-Cartier International Airport",-75.6691970825195,45.3224983215332,-79.6248,43.6777,"<b>YYZ - YOW; Airline: Air Canada; Distance: 225; Flight Time: 00:57Hrs</b>"
"280","YQB","YYZ","Air Canada",454,"01:24","Quebec Jean Lesage International Airport",-71.393303,46.7911,-79.6248,43.6777,"<b>YYZ - YQB; Airline: Air Canada; Distance: 454; Flight Time: 01:24Hrs</b>"
"283","YQG","YYZ","Air Canada",193,"00:53","Windsor Airport",-82.9555969238281,42.2756004333496,-79.6248,43.6777,"<b>YYZ - YQG; Airline: Air Canada; Distance: 193; Flight Time: 00:53Hrs</b>"
"284","YQM","YYZ","Air Canada",749,"01:59","Greater Moncton International Airport",-64.678596496582,46.1122016906738,-79.6248,43.6777,"<b>YYZ - YQM; Airline: Air Canada; Distance: 749; Flight Time: 01:59Hrs</b>"
"286","YQR","YYZ","Air Canada",1259,"03:01","Regina International Airport",-104.666000366211,50.4319000244141,-79.6248,43.6777,"<b>YYZ - YQR; Airline: Air Canada; Distance: 1259; Flight Time: 03:01Hrs</b>"
"289","YQT","YYZ","Air Canada",565,"01:37","Thunder Bay Airport",-89.3238983154297,48.371898651123,-79.6248,43.6777,"<b>YYZ - YQT; Airline: Air Canada; Distance: 565; Flight Time: 01:37Hrs</b>"
"291","YQY","YYZ","Air Canada",970,"02:26","Sydney / J.A. Douglas McCurdy Airport",-60.047798,46.1614,-79.6248,43.6777,"<b>YYZ - YQY; Airline: Air Canada; Distance: 970; Flight Time: 02:26Hrs</b>"
"292","YSB","YYZ","Air Canada",211,"00:55","Sudbury Airport",-80.7988967895508,46.625,-79.6248,43.6777,"<b>YYZ - YSB; Airline: Air Canada; Distance: 211; Flight Time: 00:55Hrs</b>"
"293","YSJ","YYZ","Air Canada",685,"01:52","Saint John Airport",-65.8902969360352,45.3161010742188,-79.6248,43.6777,"<b>YYZ - YSJ; Airline: Air Canada; Distance: 685; Flight Time: 01:52Hrs</b>"
"294","YTS","YYZ","Air Canada",348,"01:11","Timmins/Victor M. Power",-81.376701355,48.5696983337,-79.6248,43.6777,"<b>YYZ - YTS; Airline: Air Canada; Distance: 348; Flight Time: 01:11Hrs</b>"
"295","YUL","YYZ","Air Canada",314,"01:07","Montreal / Pierre Elliott Trudeau International Airport",-73.7407989502,45.4706001282,-79.6248,43.6777,"<b>YYZ - YUL; Airline: Air Canada; Distance: 314; Flight Time: 01:07Hrs</b>"
"302","YVR","YYZ","Air Canada",2077,"04:39","Vancouver International Airport",-123.183998108,49.193901062,-79.6248,43.6777,"<b>YYZ - YVR; Airline: Air Canada; Distance: 2077; Flight Time: 04:39Hrs</b>"
"305","YWG","YYZ","Air Canada",934,"02:22","Winnipeg / James Armstrong Richardson International Airport",-97.2398986816,49.9099998474,-79.6248,43.6777,"<b>YYZ - YWG; Airline: Air Canada; Distance: 934; Flight Time: 02:22Hrs</b>"
"308","YXE","YYZ","Air Canada",1372,"03:14","Saskatoon John G. Diefenbaker International Airport",-106.699996948242,52.1707992553711,-79.6248,43.6777,"<b>YYZ - YXE; Airline: Air Canada; Distance: 1372; Flight Time: 03:14Hrs</b>"
"310","YXU","YYZ","Air Canada",88,"00:40","London Airport",-81.1539,43.035599,-79.6248,43.6777,"<b>YYZ - YXU; Airline: Air Canada; Distance: 88; Flight Time: 00:40Hrs</b>"
"311","YYB","YYZ","Air Canada",185,"00:52","North Bay Jack Garland Airport",-79.422798,46.363602,-79.6248,43.6777,"<b>YYZ - YYB; Airline: Air Canada; Distance: 185; Flight Time: 00:52Hrs</b>"
"312","YYC","YYZ","Air Canada",1670,"03:50","Calgary International Airport",-114.019996643,51.113899231,-79.6248,43.6777,"<b>YYZ - YYC; Airline: Air Canada; Distance: 1670; Flight Time: 03:50Hrs</b>"
"314","YYG","YYZ","Air Canada",824,"02:08","Charlottetown Airport",-63.1211013793945,46.2900009155273,-79.6248,43.6777,"<b>YYZ - YYG; Airline: Air Canada; Distance: 824; Flight Time: 02:08Hrs</b>"
"316","YYJ","YYZ","Air Canada",2092,"04:41","Victoria International Airport",-123.426002502,48.646900177,-79.6248,43.6777,"<b>YYZ - YYJ; Airline: Air Canada; Distance: 2092; Flight Time: 04:41Hrs</b>"
"318","YYT","YYZ","Air Canada",1318,"03:08","St. John's International Airport",-52.7518997192,47.618598938,-79.6248,43.6777,"<b>YYZ - YYT; Airline: Air Canada; Distance: 1318; Flight Time: 03:08Hrs</b>"
"320","YZR","YYZ","Air Canada",142,"00:47","Chris Hadfield Airport",-82.3088989257812,42.9994010925293,-79.6248,43.6777,"<b>YYZ - YZR; Airline: Air Canada; Distance: 142; Flight Time: 00:47Hrs</b>"
"321","ZRH","YYZ","Air Canada",4030,"08:33","Zürich Airport",8.54917,47.464699,-79.6248,43.6777,"<b>YYZ - ZRH; Airline: Air Canada; Distance: 4030; Flight Time: 08:33Hrs</b>"
"17","ABV","FRA","Lufthansa",2834,"06:10","Nnamdi Azikiwe International Airport",7.26316976547241,9.00679016113281,8.5622,50.0379,"<b>FRA - ABV; Airline: Lufthansa; Distance: 2834; Flight Time: 06:10Hrs</b>"
"21","ABZ","FRA","Lufthansa",661,"01:49","Aberdeen Dyce Airport",-2.19777989387512,57.2019004821777,8.5622,50.0379,"<b>FRA - ABZ; Airline: Lufthansa; Distance: 661; Flight Time: 01:49Hrs</b>"
"3","ACC","FRA","Lufthansa",3109,"06:43","Kotoka International Airport",-0.166786000132561,5.60518980026245,8.5622,50.0379,"<b>FRA - ACC; Airline: Lufthansa; Distance: 3109; Flight Time: 06:43Hrs</b>"
"4","ACE","FRA","Condor Flugdienst",1860,"04:13","Lanzarote Airport",-13.6052,28.945499,8.5622,50.0379,"<b>FRA - ACE; Airline: Condor Flugdienst; Distance: 1860; Flight Time: 04:13Hrs</b>"
"6","ADB","FRA","SunExpress",1220,"02:56","Adnan Menderes International Airport",27.156999588,38.2924003601,8.5622,50.0379,"<b>FRA - ADB; Airline: SunExpress; Distance: 1220; Flight Time: 02:56Hrs</b>"
"76","ADD","FRA","Ethiopian Airlines",3321,"07:08","Addis Ababa Bole International Airport",38.7993011475,8.97789001465,8.5622,50.0379,"<b>FRA - ADD; Airline: Ethiopian Airlines; Distance: 3321; Flight Time: 07:08Hrs</b>"
"9","AGA","FRA","Condor Flugdienst",1649,"03:47","Al Massira Airport",-9.41306972503662,30.3250007629395,8.5622,50.0379,"<b>FRA - AGA; Airline: Condor Flugdienst; Distance: 1649; Flight Time: 03:47Hrs</b>"
"10","AGP","FRA","Lufthansa",1128,"02:45","Málaga Airport",-4.49911022186279,36.6749000549316,8.5622,50.0379,"<b>FRA - AGP; Airline: Lufthansa; Distance: 1128; Flight Time: 02:45Hrs</b>"
"11","ALA","FRA","Lufthansa",3160,"06:49","Almaty Airport",77.0404968261719,43.3521003723145,8.5622,50.0379,"<b>FRA - ALA; Airline: Lufthansa; Distance: 3160; Flight Time: 06:49Hrs</b>"
"12","ALC","FRA","Air Berlin",927,"02:21","Alicante International Airport",-0.55815601348877,38.2821998596191,8.5622,50.0379,"<b>FRA - ALC; Airline: Air Berlin; Distance: 927; Flight Time: 02:21Hrs</b>"
"13","ALG","FRA","Air Algerie",959,"02:25","Houari Boumediene Airport",3.21540999412537,36.6910018920898,8.5622,50.0379,"<b>FRA - ALG; Airline: Air Algerie; Distance: 959; Flight Time: 02:25Hrs</b>"
"15","AMM","FRA","Air Berlin",1890,"04:16","Queen Alia International Airport",35.9931983948,31.7226009369,8.5622,50.0379,"<b>FRA - AMM; Airline: Air Berlin; Distance: 1890; Flight Time: 04:16Hrs</b>"
"181","AMS","FRA","Ethiopian Airlines",227,"00:57","Amsterdam Airport Schiphol",4.76389,52.308601,8.5622,50.0379,"<b>FRA - AMS; Airline: Ethiopian Airlines; Distance: 227; Flight Time: 00:57Hrs</b>"
"223","ARN","FRA","Ethiopian Airlines",759,"02:01","Stockholm-Arlanda Airport",17.918600082397,59.651901245117,8.5622,50.0379,"<b>FRA - ARN; Airline: Ethiopian Airlines; Distance: 759; Flight Time: 02:01Hrs</b>"
"25","ASB","FRA","Turkmenistan Airlines",2555,"05:36","Ashgabat International Airport",58.361,37.986801,8.5622,50.0379,"<b>FRA - ASB; Airline: Turkmenistan Airlines; Distance: 2555; Flight Time: 05:36Hrs</b>"
"262","ATH","FRA","Aegean Airlines",1127,"02:45","Eleftherios Venizelos International Airport",23.9444999695,37.9364013672,8.5622,50.0379,"<b>FRA - ATH; Airline: Aegean Airlines; Distance: 1127; Flight Time: 02:45Hrs</b>"
"281","ATL","FRA","Air France",4601,"09:42","Hartsfield Jackson Atlanta International Airport",-84.428101,33.6367,8.5622,50.0379,"<b>FRA - ATL; Airline: Air France; Distance: 4601; Flight Time: 09:42Hrs</b>"
"34","AUH","FRA","Air Berlin",3019,"06:32","Abu Dhabi International Airport",54.6511001586914,24.4330005645752,8.5622,50.0379,"<b>FRA - AUH; Airline: Air Berlin; Distance: 3019; Flight Time: 06:32Hrs</b>"
"391","AYT","FRA","Condor Flugdienst",1427,"03:21","Antalya International Airport",30.800501,36.898701,8.5622,50.0379,"<b>FRA - AYT; Airline: Condor Flugdienst; Distance: 1427; Flight Time: 03:21Hrs</b>"
"43","BAH","FRA","Gulf Air Bahrain",2757,"06:00","Bahrain International Airport",50.6335983276367,26.2707996368408,8.5622,50.0379,"<b>FRA - BAH; Airline: Gulf Air Bahrain; Distance: 2757; Flight Time: 06:00Hrs</b>"
"44","BCN","FRA","Ethiopian Airlines",679,"01:51","Barcelona International Airport",2.07846,41.2971,8.5622,50.0379,"<b>FRA - BCN; Airline: Ethiopian Airlines; Distance: 679; Flight Time: 01:51Hrs</b>"
"48","BEG","FRA","Air Berlin",654,"01:48","Belgrade Nikola Tesla Airport",20.3090991974,44.8184013367,8.5622,50.0379,"<b>FRA - BEG; Airline: Air Berlin; Distance: 654; Flight Time: 01:48Hrs</b>"
"531","BEY","FRA","Lufthansa",1762,"04:01","Beirut Rafic Hariri International Airport",35.4883995056152,33.8208999633789,8.5622,50.0379,"<b>FRA - BEY; Airline: Lufthansa; Distance: 1762; Flight Time: 04:01Hrs</b>"
"55","BGO","FRA","Lufthansa",720,"01:56","Bergen Airport Flesland",5.218140125,60.29339981,8.5622,50.0379,"<b>FRA - BGO; Airline: Lufthansa; Distance: 720; Flight Time: 01:56Hrs</b>"
"57","BHX","FRA","Lufthansa",475,"01:27","Birmingham International Airport",-1.74802994728,52.4538993835,8.5622,50.0379,"<b>FRA - BHX; Airline: Lufthansa; Distance: 475; Flight Time: 01:27Hrs</b>"
"58","BIA","FRA","Lufthansa",518,"01:32","Bastia-Poretta Airport",9.48373031616211,42.5527000427246,8.5622,50.0379,"<b>FRA - BIA; Airline: Lufthansa; Distance: 518; Flight Time: 01:32Hrs</b>"
"591","BIO","FRA","Lufthansa",714,"01:55","Bilbao Airport",-2.91060996055603,43.3011016845703,8.5622,50.0379,"<b>FRA - BIO; Airline: Lufthansa; Distance: 714; Flight Time: 01:55Hrs</b>"
"60","BKK","FRA","Lufthansa",5588,"11:40","Suvarnabhumi Airport",100.747001647949,13.6810998916626,8.5622,50.0379,"<b>FRA - BKK; Airline: Lufthansa; Distance: 5588; Flight Time: 11:40Hrs</b>"
"621","BLL","FRA","Lufthansa",394,"01:17","Billund Airport",9.15178012848,55.7402992249,8.5622,50.0379,"<b>FRA - BLL; Airline: Lufthansa; Distance: 394; Flight Time: 01:17Hrs</b>"
"64","BLQ","FRA","Lufthansa",400,"01:18","Bologna Guglielmo Marconi Airport",11.2887,44.5354,8.5622,50.0379,"<b>FRA - BLQ; Airline: Lufthansa; Distance: 400; Flight Time: 01:18Hrs</b>"
"651","BLR","FRA","Air India Limited",4596,"09:41","Kempegowda International Airport",77.706299,13.1979,8.5622,50.0379,"<b>FRA - BLR; Airline: Air India Limited; Distance: 4596; Flight Time: 09:41Hrs</b>"
"671","BOG","FRA","Avianca - Aerovias Nacionales de Colombia",5643,"11:47","El Dorado International Airport",-74.1469,4.70159,8.5622,50.0379,"<b>FRA - BOG; Airline: Avianca - Aerovias Nacionales de Colombia; Distance: 5643; Flight Time: 11:47Hrs</b>"
"69","BOM","FRA","Air India Limited",4079,"08:39","Chhatrapati Shivaji International Airport",72.8678970337,19.0886993408,8.5622,50.0379,"<b>FRA - BOM; Airline: Air India Limited; Distance: 4079; Flight Time: 08:39Hrs</b>"
"71","BOS","FRA","Lufthansa",3657,"07:48","General Edward Lawrence Logan International Airport",-71.00520325,42.36429977,8.5622,50.0379,"<b>FRA - BOS; Airline: Lufthansa; Distance: 3657; Flight Time: 07:48Hrs</b>"
"73","BRE","FRA","Lufthansa",208,"00:54","Bremen Airport",8.78666973114,53.0475006104,8.5622,50.0379,"<b>FRA - BRE; Airline: Lufthansa; Distance: 208; Flight Time: 00:54Hrs</b>"
"74","BRS","FRA","Air Sicilia",501,"01:30","Bristol Airport",-2.71909,51.382702,8.5622,50.0379,"<b>FRA - BRS; Airline: Air Sicilia; Distance: 501; Flight Time: 01:30Hrs</b>"
"75","BRU","FRA","Ethiopian Airlines",189,"00:52","Brussels Airport",4.48443984985,50.9014015198,8.5622,50.0379,"<b>FRA - BRU; Airline: Ethiopian Airlines; Distance: 189; Flight Time: 00:52Hrs</b>"
"78","BSL","FRA","Lufthansa",175,"00:51","EuroAirport Basel-Mulhouse-Freiburg Airport",7.529167,47.59,8.5622,50.0379,"<b>FRA - BSL; Airline: Lufthansa; Distance: 175; Flight Time: 00:51Hrs</b>"
"811","BUD","FRA","Ethiopian Airlines",518,"01:32","Budapest Liszt Ferenc International Airport",19.261093,47.42976,8.5622,50.0379,"<b>FRA - BUD; Airline: Ethiopian Airlines; Distance: 518; Flight Time: 01:32Hrs</b>"
"831","BVC","FRA","TUIfly",2922,"06:20","Rabil Airport",-22.8889007568359,16.1364994049072,8.5622,50.0379,"<b>FRA - BVC; Airline: TUIfly; Distance: 2922; Flight Time: 06:20Hrs</b>"
"84","CAI","FRA","Lufthansa",1814,"04:07","Cairo International Airport",31.4055995941162,30.1219005584717,8.5622,50.0379,"<b>FRA - CAI; Airline: Lufthansa; Distance: 1814; Flight Time: 04:07Hrs</b>"
"86","CCS","FRA","Lufthansa",5015,"10:31","Simón Bolívar International Airport",-66.991222,10.601194,8.5622,50.0379,"<b>FRA - CCS; Airline: Lufthansa; Distance: 5015; Flight Time: 10:31Hrs</b>"
"87","CDG","FRA","Air France",278,"01:03","Charles de Gaulle International Airport",2.55,49.012798,8.5622,50.0379,"<b>FRA - CDG; Airline: Air France; Distance: 278; Flight Time: 01:03Hrs</b>"
"89","CFU","FRA","Air Berlin",907,"02:18","Ioannis Kapodistrias International Airport",19.9116992950439,39.6018981933594,8.5622,50.0379,"<b>FRA - CFU; Airline: Air Berlin; Distance: 907; Flight Time: 02:18Hrs</b>"
"921","CHQ","FRA","Condor Flugdienst",1269,"03:02","Chania International Airport",24.1497001647949,35.5317001342773,8.5622,50.0379,"<b>FRA - CHQ; Airline: Condor Flugdienst; Distance: 1269; Flight Time: 03:02Hrs</b>"
"93","CLT","FRA","American Airlines",4384,"09:16","Charlotte Douglas International Airport",-80.9430999755859,35.2140007019043,8.5622,50.0379,"<b>FRA - CLT; Airline: American Airlines; Distance: 4384; Flight Time: 09:16Hrs</b>"
"95","CMB","FRA","SriLankan Airlines",5009,"10:31","Bandaranaike International Colombo Airport",79.8841018676758,7.1807599067688,8.5622,50.0379,"<b>FRA - CMB; Airline: SriLankan Airlines; Distance: 5009; Flight Time: 10:31Hrs</b>"
"961","CMN","FRA","Royal Air Maroc",1414,"03:19","Mohammed V International Airport",-7.58997011184692,33.3675003051758,8.5622,50.0379,"<b>FRA - CMN; Airline: Royal Air Maroc; Distance: 1414; Flight Time: 03:19Hrs</b>"
"981","CPH","FRA","Air China",421,"01:20","Copenhagen Kastrup Airport",12.656000137329,55.617900848389,8.5622,50.0379,"<b>FRA - CPH; Airline: Air China; Distance: 421; Flight Time: 01:20Hrs</b>"
"1021","CTA","FRA","Air Berlin",925,"02:21","Catania-Fontanarossa Airport",15.0664,37.466801,8.5622,50.0379,"<b>FRA - CTA; Airline: Air Berlin; Distance: 925; Flight Time: 02:21Hrs</b>"
"1041","CTU","FRA","Air China",4850,"10:12","Chengdu Shuangliu International Airport",103.946998596191,30.5785007476807,8.5622,50.0379,"<b>FRA - CTU; Airline: Air China; Distance: 4850; Flight Time: 10:12Hrs</b>"
"106","CUN","FRA","Condor Flugdienst",5344,"11:11","Cancún International Airport",-86.8770980835,21.0365009308,8.5622,50.0379,"<b>FRA - CUN; Airline: Condor Flugdienst; Distance: 5344; Flight Time: 11:11Hrs</b>"
"107","DBV","FRA","Condor Flugdienst",691,"01:52","Dubrovnik Airport",18.2681999206543,42.5614013671875,8.5622,50.0379,"<b>FRA - DBV; Airline: Condor Flugdienst; Distance: 691; Flight Time: 01:52Hrs</b>"
"110","DEL","FRA","Air India Limited",3801,"08:06","Indira Gandhi International Airport",77.103104,28.5665,8.5622,50.0379,"<b>FRA - DEL; Airline: Air India Limited; Distance: 3801; Flight Time: 08:06Hrs</b>"
"112","DEN","FRA","Lufthansa",5023,"10:32","Denver International Airport",-104.672996521,39.861698150635,8.5622,50.0379,"<b>FRA - DEN; Airline: Lufthansa; Distance: 5023; Flight Time: 10:32Hrs</b>"
"114","DFW","FRA","American Airlines",5128,"10:45","Dallas Fort Worth International Airport",-97.038002,32.896801,8.5622,50.0379,"<b>FRA - DFW; Airline: American Airlines; Distance: 5128; Flight Time: 10:45Hrs</b>"
"123","DJE","FRA","Condor Flugdienst",1121,"02:44","Djerba Zarzis International Airport",10.7755002975464,33.875,8.5622,50.0379,"<b>FRA - DJE; Airline: Condor Flugdienst; Distance: 1121; Flight Time: 02:44Hrs</b>"
"125","DLM","FRA","Condor Flugdienst",1361,"03:13","Dalaman International Airport",28.7924995422,36.7131004333,8.5622,50.0379,"<b>FRA - DLM; Airline: Condor Flugdienst; Distance: 1361; Flight Time: 03:13Hrs</b>"
"1271","DME","FRA","Air Berlin",1271,"03:02","Domodedovo International Airport",37.9062995910645,55.4087982177734,8.5622,50.0379,"<b>FRA - DME; Airline: Air Berlin; Distance: 1271; Flight Time: 03:02Hrs</b>"
"130","DMM","FRA","Lufthansa",2712,"05:55","King Fahd International Airport",49.7979011535645,26.4712009429932,8.5622,50.0379,"<b>FRA - DMM; Airline: Lufthansa; Distance: 2712; Flight Time: 05:55Hrs</b>"
"131","DOH","FRA","Air Canada",2848,"06:11","Hamad International Airport",51.608056,25.273056,8.5622,50.0379,"<b>FRA - DOH; Airline: Air Canada; Distance: 2848; Flight Time: 06:11Hrs</b>"
"137","DRS","FRA","Lufthansa",240,"00:58","Dresden Airport",13.7672004699707,51.1328010559082,8.5622,50.0379,"<b>FRA - DRS; Airline: Lufthansa; Distance: 240; Flight Time: 00:58Hrs</b>"
"138","DTW","FRA","Air France",4147,"08:47","Detroit Metropolitan Wayne County Airport",-83.353401184082,42.2123985290527,8.5622,50.0379,"<b>FRA - DTW; Airline: Air France; Distance: 4147; Flight Time: 08:47Hrs</b>"
"143","DUB","FRA","Aer Lingus",674,"01:50","Dublin Airport",-6.27007,53.421299,8.5622,50.0379,"<b>FRA - DUB; Airline: Aer Lingus; Distance: 674; Flight Time: 01:50Hrs</b>"
"145","DUS","FRA","Ethiopian Airlines",117,"00:44","Düsseldorf Airport",6.76678,51.289501,8.5622,50.0379,"<b>FRA - DUS; Airline: Ethiopian Airlines; Distance: 117; Flight Time: 00:44Hrs</b>"
"1471","DXB","FRA","Emirates",3007,"06:30","Dubai International Airport",55.3643989563,25.2527999878,8.5622,50.0379,"<b>FRA - DXB; Airline: Emirates; Distance: 3007; Flight Time: 06:30Hrs</b>"
"150","DYU","FRA","Salzburg arrows",2995,"06:29","Dushanbe Airport",68.8249969482,38.5433006287,8.5622,50.0379,"<b>FRA - DYU; Airline: Salzburg arrows; Distance: 2995; Flight Time: 06:29Hrs</b>"
"151","EBL","FRA","Lufthansa",1996,"04:29","Erbil International Airport",43.9631996154785,36.2375984191895,8.5622,50.0379,"<b>FRA - EBL; Airline: Lufthansa; Distance: 1996; Flight Time: 04:29Hrs</b>"
"152","EDI","FRA","Lufthansa",641,"01:46","Edinburgh Airport",-3.37249994277954,55.9500007629395,8.5622,50.0379,"<b>FRA - EDI; Airline: Lufthansa; Distance: 641; Flight Time: 01:46Hrs</b>"
"153","ESB","FRA","Turkish Airlines",1364,"03:13","Esenboğa International Airport",32.995098114,40.1281013489,8.5622,50.0379,"<b>FRA - ESB; Airline: Turkish Airlines; Distance: 1364; Flight Time: 03:13Hrs</b>"
"154","EWR","FRA","Lufthansa",3857,"08:12","Newark Liberty International Airport",-74.168701171875,40.6925010681152,8.5622,50.0379,"<b>FRA - EWR; Airline: Lufthansa; Distance: 3857; Flight Time: 08:12Hrs</b>"
"1561","EZE","FRA","Lufthansa",7143,"14:47","Ministro Pistarini International Airport",-58.5358,-34.8222,8.5622,50.0379,"<b>FRA - EZE; Airline: Lufthansa; Distance: 7143; Flight Time: 14:47Hrs</b>"
"157","FAO","FRA","Lufthansa",1216,"02:55","Faro Airport",-7.96590995789,37.0144004822,8.5622,50.0379,"<b>FRA - FAO; Airline: Lufthansa; Distance: 1216; Flight Time: 02:55Hrs</b>"
"160","FCO","FRA","Alitalia",595,"01:41","Leonardo da Vinci–Fiumicino Airport",12.2388889,41.8002778,8.5622,50.0379,"<b>FRA - FCO; Airline: Alitalia; Distance: 595; Flight Time: 01:41Hrs</b>"
"163","FDH","FRA","Lufthansa",168,"00:50","Friedrichshafen Airport",9.51148986816,47.6712989807,8.5622,50.0379,"<b>FRA - FDH; Airline: Lufthansa; Distance: 168; Flight Time: 00:50Hrs</b>"
"164","FLR","FRA","Lufthansa",447,"01:23","Peretola Airport",11.2051,43.810001,8.5622,50.0379,"<b>FRA - FLR; Airline: Lufthansa; Distance: 447; Flight Time: 01:23Hrs</b>"
"1651","FMO","FRA","Lufthansa",150,"00:48","Münster Osnabrück Airport",7.68483018875,52.134601593,8.5622,50.0379,"<b>FRA - FMO; Airline: Lufthansa; Distance: 150; Flight Time: 00:48Hrs</b>"
"1661","FNC","FRA","Condor Flugdienst",1761,"04:01","Madeira Airport",-16.7745,32.697899,8.5622,50.0379,"<b>FRA - FNC; Airline: Condor Flugdienst; Distance: 1761; Flight Time: 04:01Hrs</b>"
"168","FUE","FRA","Condor Flugdienst",1897,"04:17","Fuerteventura Airport",-13.8638000488281,28.4526996612549,8.5622,50.0379,"<b>FRA - FUE; Airline: Condor Flugdienst; Distance: 1897; Flight Time: 04:17Hrs</b>"
"170","GCI","FRA","Air Berlin",499,"01:29","Guernsey Airport",-2.60196995735168,49.435001373291,8.5622,50.0379,"<b>FRA - GCI; Airline: Air Berlin; Distance: 499; Flight Time: 01:29Hrs</b>"
"1711","GDN","FRA","Lufthansa",514,"01:31","Gdańsk Lech Wałęsa Airport",18.4661998748779,54.3776016235352,8.5622,50.0379,"<b>FRA - GDN; Airline: Lufthansa; Distance: 514; Flight Time: 01:31Hrs</b>"
"173","GIG","FRA","TAM Brazilian Airlines",5942,"12:23","Rio Galeão – Tom Jobim International Airport",-43.2505569458,-22.8099994659,8.5622,50.0379,"<b>FRA - GIG; Airline: TAM Brazilian Airlines; Distance: 5942; Flight Time: 12:23Hrs</b>"
"175","GOJ","FRA","Lufthansa",1501,"03:30","Nizhny Novgorod Strigino International Airport",43.784000396729,56.230098724365,8.5622,50.0379,"<b>FRA - GOJ; Airline: Lufthansa; Distance: 1501; Flight Time: 03:30Hrs</b>"
"176","GOT","FRA","Ethiopian Airlines",547,"01:35","Gothenburg-Landvetter Airport",12.279800415039,57.662799835205,8.5622,50.0379,"<b>FRA - GOT; Airline: Ethiopian Airlines; Distance: 547; Flight Time: 01:35Hrs</b>"
"1791","GPA","FRA","TUIfly",1036,"02:34","Araxos Airport",21.4256,38.1511,8.5622,50.0379,"<b>FRA - GPA; Airline: TUIfly; Distance: 1036; Flight Time: 02:34Hrs</b>"
"180","GRU","FRA","TAM Brazilian Airlines",6084,"12:40","Guarulhos - Governador André Franco Montoro International Airport",-46.4730567932129,-23.4355564117432,8.5622,50.0379,"<b>FRA - GRU; Airline: TAM Brazilian Airlines; Distance: 6084; Flight Time: 12:40Hrs</b>"
"182","GRZ","FRA","Lufthansa",377,"01:15","Graz Airport",15.4395999908447,46.9911003112793,8.5622,50.0379,"<b>FRA - GRZ; Airline: Lufthansa; Distance: 377; Flight Time: 01:15Hrs</b>"
"184","GVA","FRA","Ethiopian Airlines",285,"01:04","Geneva Cointrin International Airport",6.10895013809204,46.2380981445312,8.5622,50.0379,"<b>FRA - GVA; Airline: Ethiopian Airlines; Distance: 285; Flight Time: 01:04Hrs</b>"
"188","GWT","FRA","Lufthansa",337,"01:10","Westerland Sylt Airport",8.34047031403,54.9132003784,8.5622,50.0379,"<b>FRA - GWT; Airline: Lufthansa; Distance: 337; Flight Time: 01:10Hrs</b>"
"1891","GYD","FRA","Azerbaijan Airlines",2091,"04:40","Heydar Aliyev International Airport",50.0466995239258,40.4674987792969,8.5622,50.0379,"<b>FRA - GYD; Airline: Azerbaijan Airlines; Distance: 2091; Flight Time: 04:40Hrs</b>"
"1921","HAJ","FRA","Lufthansa",174,"00:50","Hannover Airport",9.68507957458,52.461101532,8.5622,50.0379,"<b>FRA - HAJ; Airline: Lufthansa; Distance: 174; Flight Time: 00:50Hrs</b>"
"193","HAM","FRA","Lufthansa",255,"01:00","Hamburg Airport",9.9882297515869,53.630401611328,8.5622,50.0379,"<b>FRA - HAM; Airline: Lufthansa; Distance: 255; Flight Time: 01:00Hrs</b>"
"1941","HAN","FRA","Alitalia",5410,"11:19","Noi Bai International Airport",105.806999206543,21.2212009429932,8.5622,50.0379,"<b>FRA - HAN; Airline: Alitalia; Distance: 5410; Flight Time: 11:19Hrs</b>"
"196","HAV","FRA","Condor Flugdienst",5053,"10:36","José Martí International Airport",-82.4091033935547,22.989200592041,8.5622,50.0379,"<b>FRA - HAV; Airline: Condor Flugdienst; Distance: 5053; Flight Time: 10:36Hrs</b>"
"1971","HDF","FRA","Germanwings",356,"01:12","Heringsdorf Airport",14.152299881,53.8787002563,8.5622,50.0379,"<b>FRA - HDF; Airline: Germanwings; Distance: 356; Flight Time: 01:12Hrs</b>"
"198","HEL","FRA","Air Berlin",955,"02:24","Helsinki Vantaa Airport",24.963300704956,60.317199707031,8.5622,50.0379,"<b>FRA - HEL; Airline: Air Berlin; Distance: 955; Flight Time: 02:24Hrs</b>"
"2031","HER","FRA","Aegean Airlines",1313,"03:07","Heraklion International Nikos Kazantzakis Airport",25.1802997589,35.3396987915,8.5622,50.0379,"<b>FRA - HER; Airline: Aegean Airlines; Distance: 1313; Flight Time: 03:07Hrs</b>"
